IDtree	TreeOrder	ID	MaxK	K	Q	Notes	Analysis_Dataset	Group	IDNumber	Species	Species_Latin	Shape	Country	Sex	MeanCoverage	MedianCoverage	Plumage	CanorusDiverged	PlumageColor	Longitude	Latitude	Source	Isolate	Sampling_Date	SRA_Biosample	SRA_Runs	Aligned_Reads_Million	Sequencing_Output_Gb	Aligned_Gb	Aligned_Gb_Percent	Kclust
285_CC_grey	1	285_CC_UNK_RUS_F	2	K1	0.99999		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K2
285_CC_grey	1	285_CC_UNK_RUS_F	2	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K2
285_CC_grey	1	285_CC_UNK_RUS_F	3	K1	0.99998		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K3
285_CC_grey	1	285_CC_UNK_RUS_F	3	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K3
285_CC_grey	1	285_CC_UNK_RUS_F	3	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K3
285_CC_grey	1	285_CC_UNK_RUS_F	4	K1	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K4
285_CC_grey	1	285_CC_UNK_RUS_F	4	K2	0.99997		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K4
285_CC_grey	1	285_CC_UNK_RUS_F	4	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K4
285_CC_grey	1	285_CC_UNK_RUS_F	4	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K4
285_CC_grey	1	285_CC_UNK_RUS_F	5	K1	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K5
285_CC_grey	1	285_CC_UNK_RUS_F	5	K2	0.99996		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K5
285_CC_grey	1	285_CC_UNK_RUS_F	5	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K5
285_CC_grey	1	285_CC_UNK_RUS_F	5	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K5
285_CC_grey	1	285_CC_UNK_RUS_F	5	K5	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K5
285_CC_grey	1	285_CC_UNK_RUS_F	6	K1	0.99995		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	6	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	6	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	6	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	6	K5	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	6	K6	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K6
285_CC_grey	1	285_CC_UNK_RUS_F	7	K1	0.99994		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K5	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K6	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	7	K7	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K7
285_CC_grey	1	285_CC_UNK_RUS_F	8	K1	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K5	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K6	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K7	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	8	K8	0.99993		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K8
285_CC_grey	1	285_CC_UNK_RUS_F	9	K1	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K2	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K3	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K4	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K5	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K6	0.99992		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K7	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K8	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
285_CC_grey	1	285_CC_UNK_RUS_F	9	K9	1e-05		B	CG	285	CC	C. canorus	21	RUS	FALSE	10.86	10	grey	NA	#000000	132.7833	44.75	muscle	1265	23-May-2005	SAMN18559731	SRR14117540	120.903734	18.2745	17.85088811	0.9768195086	K9
283_CC_grey	2	283_CC_UNK_RUS_F	10	K1	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K3	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K4	0.99991		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K5	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K6	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K7	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K8	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K9	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	10	K10	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K10
283_CC_grey	2	283_CC_UNK_RUS_F	2	K1	0.99999		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K2
283_CC_grey	2	283_CC_UNK_RUS_F	2	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K2
283_CC_grey	2	283_CC_UNK_RUS_F	3	K1	0.99998		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K3
283_CC_grey	2	283_CC_UNK_RUS_F	3	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K3
283_CC_grey	2	283_CC_UNK_RUS_F	3	K3	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K3
283_CC_grey	2	283_CC_UNK_RUS_F	4	K1	1.1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K4
283_CC_grey	2	283_CC_UNK_RUS_F	4	K2	0.999969		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K4
283_CC_grey	2	283_CC_UNK_RUS_F	4	K3	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K4
283_CC_grey	2	283_CC_UNK_RUS_F	4	K4	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K4
283_CC_grey	2	283_CC_UNK_RUS_F	5	K1	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K5
283_CC_grey	2	283_CC_UNK_RUS_F	5	K2	0.99996		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K5
283_CC_grey	2	283_CC_UNK_RUS_F	5	K3	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K5
283_CC_grey	2	283_CC_UNK_RUS_F	5	K4	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K5
283_CC_grey	2	283_CC_UNK_RUS_F	5	K5	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K5
283_CC_grey	2	283_CC_UNK_RUS_F	6	K1	0.99995		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	6	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	6	K3	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	6	K4	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	6	K5	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	6	K6	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K6
283_CC_grey	2	283_CC_UNK_RUS_F	7	K1	0.999936		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K3	1.4e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K4	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K5	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K6	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	7	K7	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K7
283_CC_grey	2	283_CC_UNK_RUS_F	8	K1	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K8
283_CC_grey	2	283_CC_UNK_RUS_F	8	K2	1e-05		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	K8
